Date,Close,"Combi1:
Crossover (Price & EMA 20) + SMA Crossover (12 & 20)","Combi2:
Crossover (Price & EMA 12) + SMA Crossover (12 & 20)","Combi3:
Crossover (Price & EMA 20) + EMA Crossover (12 &20)","Combi4:
Overbought/ Overbought + SMA Crossover (8 & 12)","Combi5:
Crossover (Price & EMA 20) + Crossover (Price & EMA 50)","Combi6: 
Crossover (Price & EMA 12) + EMA Crossover (12 &20)","Combi7:
Crossover (Price & EMA 12) + Crossover (Price & EMA 20)","Combi8:
Crossover (Price & EMA 12) + SMA Crossover (8 & 12)","Combi9:
Crossover (Price & EMA 20) + SMA Crossover (8 & 12)","Combi10:
Crossover (Price & EMA 12) +Crossover (Price & EMA 50)",News Sentiment Score,Social Sentiment Score
1/12/2020,194.9199982,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6148799563636363,0.8266369799000752
2/12/2020,189.6066742,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.40585835121172,0.7379680163654294
3/12/2020,197.793335,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.648517432293426,0.7466761617826252
4/12/2020,199.6799927,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9995321914285714,0.8206318803453905
7/12/2020,213.9199982,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.98897338625,0.8241418467462586
8/12/2020,216.6266632,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6487238679942228,0.7459537936296766
9/12/2020,201.4933319,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5433634392449032,0.7839915686575619
10/12/2020,209.0233307,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2651536085714285,0.7911766784677581
11/12/2020,203.3300018,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3876476564615385,0.7926525438716053
14/12/2020,213.2766724,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.211764721245965,0.8686458491738496
15/12/2020,211.0833282,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6601040336943333,0.8772917194433861
16/12/2020,207.5899963,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5546771732778534,0.8296193762936132
17/12/2020,218.6333313,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6860233523142857,0.8004074137289753
18/12/2020,231.6666718,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2933994950063991,0.8420361699821027
21/12/2020,216.6199951,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5939217749391278,0.7751050250610894
22/12/2020,213.4466705,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7480066788877611,0.7412938007122453
23/12/2020,215.3266602,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.166282942871253,0.8598089651806522
24/12/2020,220.5899963,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7998408570000001,0.6942317341904357
28/12/2020,221.2299957,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8409408863636364,0.8418117498835319
29/12/2020,221.9966736,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4304027748340714,0.8043828666491716
30/12/2020,231.593338,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.204131537207338,0.8251950108018287
31/12/2020,235.2233276,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1971429019276071,0.7407673959341959
4/1/2021,243.2566681,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4150182425705737,0.7304917729890534
5/1/2021,245.0366669,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4249869999999999,0.655401777832261
6/1/2021,251.9933319,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6277635394708393,0.7868831469639257
7/1/2021,272.0133362,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7442304882304909,0.845832890797259
8/1/2021,293.3399963,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.305109501860981,0.8259961743356997
11/1/2021,270.3966675,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.241330055341526,0.7456083084867688
12/1/2021,283.1466675,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5048230677881818,0.8272157701827119
13/1/2021,284.8033447,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4865213497425,0.8541039218794948
14/1/2021,281.6666565,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7244448430171,0.840307960737009
15/1/2021,275.3866577,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.527540866,0.8073552385877854
19/1/2021,281.5166626,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8767943500783889,0.8151496647909021
20/1/2021,283.4833374,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4243922987,0.7855311980536781
21/1/2021,281.6633301,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3327181587316666,0.8158606962164612
22/1/2021,282.2133179,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2886039441741,0.7781867086890338
25/1/2021,293.6000061,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6692784241334777,0.8780946832019207
26/1/2021,294.3633423,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4276859700228808,0.8004977576114164
27/1/2021,288.0533447,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.112115700712704,0.7868796664193528
28/1/2021,278.4766541,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4979435616666667,0.7959418387491711
29/1/2021,264.5100098,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Sell,Hold,Hold,0.2098153413313333,0.8573672752493754
1/2/2021,279.936676,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.7905812421753333,0.7435699487173458
2/2/2021,290.9299927,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Buy,Buy,Hold,0.7632099205066666,0.8010380059927711
3/2/2021,284.8966675,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4321364485714286,0.8037238962753107
4/2/2021,283.3299866,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4975873350909091,0.808045382030187
5/2/2021,284.0766602,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Sell,Hold,0.901031605,0.8701815195719538
8/2/2021,287.8066711,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.44751627262,0.8329014561628845
9/2/2021,283.1533203,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99222325,0.7702851105449637
10/2/2021,268.2733459,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7075562725,0.8768927893013404
11/2/2021,270.5533447,Sell,Sell,Sell,Buy,Sell,Sell,Sell,Hold,Hold,Sell,0.6306973087031875,0.8362111672594935
12/2/2021,272.0400085,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4349837000099553,0.7912271850300924
16/2/2021,265.4066772,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8544823812000001,0.8854620507231732
17/2/2021,266.0499878,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7985010818311996,0.7520510112530377
18/2/2021,262.4599915,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6027906005714286,0.8109446910149032
19/2/2021,260.4333191,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8565334193,0.8846520641191108
22/2/2021,238.1666718,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6001414609,0.762663041010434
23/2/2021,232.9466705,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.2868146059650684,0.7983103324784194
24/2/2021,247.3399963,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.70779363308,0.8078469414610142
25/2/2021,227.406662,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.39211411625,0.7539526785663474
26/2/2021,225.1666718,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7065072899999999,0.8147827896622658
1/3/2021,239.4766693,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.63886457983875,0.8510850352053706
2/3/2021,228.8133392,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8628007499999999,0.775403640556445
3/3/2021,217.7333374,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.79698251648438,0.7098951573113473
4/3/2021,207.1466675,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3552220534181778,0.7056206174329296
5/3/2021,199.3166656,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.1449498630616666,0.7276188040951335
8/3/2021,187.6666718,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.199674716,0.7388091132436015
9/3/2021,224.5266724,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.091478980955294,0.6901175806615597
10/3/2021,222.6866608,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Buy,Hold,Hold,0.618864839316,0.7589099526957545
11/3/2021,233.1999969,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,0.3603670196972727,0.8046631699457347
12/3/2021,231.2433319,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Buy,Hold,Hold,-0.0472328587038041,0.7738715584035487
15/3/2021,235.9799957,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9121908333333334,0.8143863367579941
16/3/2021,225.6266632,Buy,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Buy,Hold,0.6865565190625,0.7207743240572728
17/3/2021,233.9366608,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Sell,Sell,Hold,0.45163843125,0.7384695782654211
18/3/2021,217.7200012,Buy,Buy,Hold,Hold,Hold,Hold,Buy,Buy,Buy,Hold,0.6534150387142857,0.7278614606155639
19/3/2021,218.2899933,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Sell,Sell,Hold,-0.0435264844966666,0.687869091509257
22/3/2021,223.3333282,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6286622179166667,0.8408294387222253
23/3/2021,220.7200012,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2644263827124999,0.799369017049236
24/3/2021,210.0899963,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9281941217294116,0.7554284942757218
25/3/2021,213.4633331,Buy,Buy,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.7532946681818181,0.7883834735831828
26/3/2021,206.2366638,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3309837166666666,0.7094312875535905
29/3/2021,203.7633362,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.29441282582,0.6593952152979153
30/3/2021,211.8733368,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5740631866666667,0.6917612558826238
31/3/2021,222.6433258,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6436577990366071,0.6709821528134253
1/4/2021,220.5833282,Hold,Hold,Buy,Hold,Buy,Buy,Buy,Buy,Buy,Buy,0.666430849792349,0.7961351764109497
5/4/2021,230.3500061,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,0.230493024781322,0.6742979437267186
6/4/2021,230.5399933,Buy,Hold,Buy,Hold,Buy,Hold,Hold,Hold,Buy,Hold,0.5803199266136639,0.7739666181696626
7/4/2021,223.656662,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.486972219800162,0.749661697274069
8/4/2021,227.9333344,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3916580961610588,0.8241339083491707
9/4/2021,225.6733398,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2067616561475185,0.7766364057575422
12/4/2021,233.9933319,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8421194379999999,0.7840771254195846
13/4/2021,254.1066742,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6974886642401822,0.8064489726365771
14/4/2021,244.0766602,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8071288193000001,0.8279629534416039
15/4/2021,246.2833405,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3940099756236666,0.8444412405815875
16/4/2021,246.593338,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8328919446892558,0.7786797634092815
19/4/2021,238.2100067,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.513614362,0.6826456787268428
20/4/2021,239.6633301,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7495093930167076,0.7106739636127796
21/4/2021,248.0399933,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.399396791896,0.738763392656116
22/4/2021,239.8966675,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.0182343537,0.7880699891229173
23/4/2021,243.1333313,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6226486275,0.7521337774671292
26/4/2021,246.0666656,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1673833356483041,0.6467471102426542
27/4/2021,234.9133301,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3461482866767203,0.64595145776226
28/4/2021,231.4666595,Sell,Sell,Sell,Hold,Sell,Sell,Sell,Sell,Sell,Sell,0.7320126327272728,0.7212629026149798
29/4/2021,225.6666718,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Sell,0.4648632735721579,0.8140273922396268
30/4/2021,236.4799957,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4375271568743125,0.7008802963595276
3/5/2021,228.3000031,Hold,Hold,Hold,Hold,Buy,Hold,Buy,Hold,Hold,Buy,0.7816413911111111,0.7557467572974818
4/5/2021,224.5333405,Sell,Sell,Sell,Hold,Sell,Sell,Sell,Hold,Hold,Sell,0.3395429136875,0.7136612127148916
5/5/2021,223.6466675,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.503412175125,0.6647440242848511
6/5/2021,221.1799927,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.136195841336,0.7277320991566314
7/5/2021,224.1233368,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5444119660833333,0.7685021498175267
10/5/2021,209.6799927,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3833015309885714,0.7569280942482407
11/5/2021,205.7333374,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.351944218,0.5629378311730543
12/5/2021,196.6300049,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4244013618181818,0.7155604759176903
13/5/2021,190.5633392,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.0894533036703,0.8270900981161694
14/5/2021,196.5800018,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.72754749499,0.8111554395579466
17/5/2021,192.2766724,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5356245621818182,0.8563654000264701
18/5/2021,192.6233368,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.309938285,0.8420765854839631
19/5/2021,187.8200073,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Hold,0.3422611255555555,0.7764131767544104
20/5/2021,195.593338,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Hold,0.65950627286,0.8298119491238723
21/5/2021,193.6266632,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Hold,0.5628618994723,0.8090824145099266
24/5/2021,202.1466675,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4450502048793636,0.7857398178761076
25/5/2021,201.5633392,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Buy,Hold,Hold,0.7305691314285714,0.7966429693767939
26/5/2021,206.3766632,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6545177016666667,0.9056024165461996
27/5/2021,210.2833405,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.60481873845,0.8134691902582305
28/5/2021,208.406662,Buy,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,0.3123660841666666,0.7986645397529498
1/6/2021,207.9666595,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.3478365848902775,0.7955841268355736
2/6/2021,201.706665,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1445165154024253,0.7183043947882585
3/6/2021,190.9466705,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Sell,Sell,Hold,0.4604770681818182,0.7208451875882472
4/6/2021,199.6833344,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7584263918753408,0.6729200865676017
7/6/2021,201.7100067,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3612893085460909,0.8363999401543363
8/6/2021,201.1966705,Buy,Buy,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4122695103167133,0.6246080145110411
9/6/2021,199.593338,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5321781661888889,0.5223408564401433
10/6/2021,203.3733368,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Sell,Hold,0.4194426121,0.8727252108111306
11/6/2021,203.2966614,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Buy,Hold,Hold,0.8941297300000001,0.8251402109910155
14/6/2021,205.8966675,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5379688152642308,0.7257061045738767
15/6/2021,199.7866669,Buy,Hold,Buy,Hold,Buy,Hold,Buy,Hold,Buy,Hold,0.949024885,0.7345784788240409
16/6/2021,201.6233368,Sell,Sell,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,0.786964580128,0.8020264469618129
17/6/2021,205.5333405,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Buy,Hold,0.4824815132309762,0.903728481637355
18/6/2021,207.7700043,Hold,Hold,Buy,Hold,Buy,Buy,Buy,Hold,Hold,Buy,0.7322706214285715,0.8329128447480645
21/6/2021,206.9433289,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4014506199,0.724691429923037
22/6/2021,207.9033356,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7256388016666667,0.814046082984358
23/6/2021,218.8566742,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.964425939,0.8064278286036972
24/6/2021,226.6066742,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6993074087734,0.8465137993521383
25/6/2021,223.956665,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6221171168749999,0.831047382545715
28/6/2021,229.5733337,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6078138013326636,0.6945245326295286
29/6/2021,226.9199982,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.31098883941,0.7911368090313844
30/6/2021,226.5666656,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,0.8553131635685173,0.7551792709100305
1/7/2021,225.9733276,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,-0.0064876965937229,0.7145449313228069
2/7/2021,226.3000031,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,0.2836283103004849,0.5366354576712806
6/7/2021,219.8600006,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,0.3935490230027064,0.7167293822510575
7/7/2021,214.8833313,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Sell,Hold,Sell,0.5474803147654,0.7266609035878
8/7/2021,217.6033325,Hold,Hold,Hold,Hold,Sell,Hold,Sell,Hold,Sell,Sell,0.6240417886434286,0.7053711478253866
9/7/2021,218.9833374,Hold,Hold,Hold,Hold,Buy,Hold,Buy,Hold,Hold,Buy,0.20956889135704,0.6653888600840183
12/7/2021,228.5666656,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Sell,Hold,0.7571466518232084,0.7238298192767518
13/7/2021,222.8466644,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Buy,Hold,Buy,0.5277643212069734,0.8219735725984588
14/7/2021,217.793335,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1398621957499999,0.5942876668514603
15/7/2021,216.8666687,Sell,Sell,Hold,Hold,Sell,Hold,Sell,Sell,Sell,Sell,0.8158962893333334,0.669729526261641
16/7/2021,214.7400055,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.48736779375,0.7185738382184877
19/7/2021,215.406662,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Sell,0.99065655,0.8040414096588724
20/7/2021,220.1666718,Sell,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3108341866666667,0.7830677494569385
21/7/2021,218.4299927,Hold,Hold,Hold,Hold,Buy,Hold,Buy,Buy,Buy,Buy,0.8627661548570933,0.6493513455285949
22/7/2021,216.4199982,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Buy,Sell,0.6091391199317143,0.7635713149762845
23/7/2021,214.4600067,Hold,Hold,Hold,Sell,Sell,Hold,Sell,Sell,Sell,Hold,0.7291724749999999,0.8308720169276249
26/7/2021,219.206665,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Sell,0.5104564532021019,0.6538409090514412
27/7/2021,214.9266663,Buy,Buy,Hold,Hold,Buy,Hold,Buy,Buy,Buy,Buy,0.4584105365294713,0.4968162997114113
28/7/2021,215.6600037,Hold,Hold,Hold,Hold,Sell,Hold,Sell,Hold,Hold,Sell,0.3855207377777778,0.6435116148016061
29/7/2021,225.7833405,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9440888288888888,0.7625400529705618
30/7/2021,229.0666656,Buy,Buy,Hold,Hold,Buy,Hold,Buy,Buy,Buy,Buy,0.7215784270000001,0.7633452689164255
2/8/2021,236.5566711,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1462210208999999,0.8130394759992595
3/8/2021,236.5800018,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5141837362485714,0.6817498394204288
4/8/2021,236.9733276,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2414737144,0.8107647228008359
5/8/2021,238.2100067,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8852680443922218,0.8471343781835958
6/8/2021,233.0333405,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5936778216666666,0.8639754023291003
9/8/2021,237.9199982,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3849885430906435,0.7103988970864201
10/8/2021,236.6633301,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3081027807627057,0.8262982919462376
11/8/2021,235.9400024,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,0.7930365128136679,0.7766569426040797
12/8/2021,240.75,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,0.462043976,0.6662625018477462
13/8/2021,239.0566711,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,0.6286394835833333,0.6776521607831726
16/8/2021,228.7233276,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5573496366666667,0.6565917160823157
17/8/2021,221.9033356,Sell,Sell,Hold,Hold,Sell,Hold,Sell,Sell,Sell,Sell,0.1255285228571428,0.6159265727663298
18/8/2021,229.6633301,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4400725316460262,0.76362332455591
19/8/2021,224.4900055,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Buy,0.76384383,0.7090446086557661
20/8/2021,226.7533264,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5776731475746666,0.7643281773258019
23/8/2021,235.4333344,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.0233995283333333,0.8180279066604151
24/8/2021,236.1633301,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Buy,Buy,Hold,0.9748438,0.786136407010702
25/8/2021,237.0666656,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1443998834593555,0.8086445507023621
26/8/2021,233.7200012,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9850879375,0.8462159256730233
27/8/2021,237.3066711,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7935453875714286,0.8408695073695451
30/8/2021,243.636673,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.73268412542725,0.8450353176146805
31/8/2021,245.2400055,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8559972869316542,0.8861613332396141
1/9/2021,244.6966705,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3998792042857143,0.7707512338064443
2/9/2021,244.1300049,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.584204125,0.7150745735990656
3/9/2021,244.5233307,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4079969966666666,0.7457712711860942
7/9/2021,250.9733276,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7577381667780229,0.7915568555437723
