Date,Close,"Combi1:
Crossover (Price & EMA 20) + SMA Crossover (12 & 20)","Combi2:
Crossover (Price & EMA 12) + SMA Crossover (12 & 20)","Combi3:
Crossover (Price & EMA 20) + EMA Crossover (12 &20)","Combi4:
Overbought/ Overbought + SMA Crossover (8 & 12)","Combi5:
Crossover (Price & EMA 20) + Crossover (Price & EMA 50)","Combi6: 
Crossover (Price & EMA 12) + EMA Crossover (12 &20)","Combi7:
Crossover (Price & EMA 12) + Crossover (Price & EMA 20)","Combi8:
Crossover (Price & EMA 12) + SMA Crossover (8 & 12)","Combi9:
Crossover (Price & EMA 20) + SMA Crossover (8 & 12)","Combi10:
Crossover (Price & EMA 12) +Crossover (Price & EMA 50)",News Sentiment Score,Social Sentiment Score
21/6/2022,237.0366669,Sell,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5014244292307692,0.8073114224983614
22/6/2022,236.0866699,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Buy,Buy,Hold,0.7263158641755406,0.7144259829499419
23/6/2022,235.0700073,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2685264391666667,0.6483070182673263
24/6/2022,245.706665,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,0.348774092760905,0.6325538110890535
27/6/2022,244.9199982,Buy,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Buy,Hold,0.4663665116666666,0.750541358656375
28/6/2022,232.6633301,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Buy,Hold,0.5002642916379166,0.7699255442436204
29/6/2022,228.4900055,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Sell,Sell,Hold,0.4384123675167499,0.7055116996067574
30/6/2022,224.4733276,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5993199861538462,0.630001679733895
1/7/2022,227.2633362,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1116510767436024,0.60275685436525
5/7/2022,233.0666656,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2643088621454545,0.4926409983888651
6/7/2022,231.7333374,Hold,Buy,Hold,Hold,Hold,Hold,Buy,Buy,Hold,Hold,0.5557812038723098,0.5181700013467141
7/7/2022,244.543335,Buy,Hold,Hold,Hold,Hold,Hold,Sell,Sell,Hold,Hold,0.66438780212,0.7349528118784294
8/7/2022,250.7633362,Hold,Hold,Buy,Sell,Hold,Buy,Buy,Hold,Hold,Hold,0.2736088177470266,0.7384179223065507
11/7/2022,234.343338,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7441943546153845,0.7211204635081635
12/7/2022,233.0700073,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Sell,Sell,Hold,0.6964524159458333,0.7332942333797372
13/7/2022,237.0399933,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4041388364114272,0.776797663768394
14/7/2022,238.3133392,Hold,Hold,Buy,Hold,Buy,Buy,Buy,Buy,Buy,Buy,0.1245830263294875,0.7128096612105729
15/7/2022,240.0666656,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7275565107142857,0.7005072528918825
18/7/2022,240.5466614,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4083436267754088,0.7496770325357184
19/7/2022,245.5299988,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4017390427272727,0.7806992055685488
20/7/2022,247.5,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1094799025452366,0.5484366085223864
21/7/2022,271.706665,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,0.4233729798052225,0.5457992045628596
22/7/2022,272.2433472,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.1987269795763164,0.6797748940057872
25/7/2022,268.4333191,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8691892272873284,0.7241364971960206
26/7/2022,258.8599854,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.96156178,0.6416552200404467
27/7/2022,274.8200073,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.19544927,0.7000784499240857
28/7/2022,280.8999939,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9228211466666668,0.7512867033250721
29/7/2022,297.1499939,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4012270679,0.6681235192155477
1/8/2022,297.2766724,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1389423371031961,0.7733533022593904
2/8/2022,300.5866699,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5333299777777778,0.681108951854805
3/8/2022,307.3966675,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6798752375,0.7240606562802401
4/8/2022,308.6333313,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6564897685866666,0.7729475636862865
5/8/2022,288.1700134,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,0.6564871781035294,0.7345196398678194
8/8/2022,290.4233398,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4692943008842857,0.7320352332496982
9/8/2022,283.3333435,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5561222214642857,0.5548916036957414
10/8/2022,294.3566589,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,0.7693033659293312,0.7874046320726836
11/8/2022,286.6300049,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Hold,0.8777506426666667,0.6715348536920029
12/8/2022,300.0299988,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,0.5408248377777778,0.7122320213005598
15/8/2022,309.3200073,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Buy,Hold,Hold,0.406463320243895,0.6964309776201258
16/8/2022,306.563324,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,0.9794146766666666,0.840195902962844
17/8/2022,303.9966736,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4361810828571428,0.695845084071738
18/8/2022,302.8699951,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.511069883,0.6869168183468345
19/8/2022,296.6666565,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8416832875,0.8180924097252475
22/8/2022,289.9133301,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Sell,0.7798578333529411,0.6635166210647458
23/8/2022,296.4533386,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6907916879623742,0.7179810798870893
24/8/2022,297.0966797,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8673208039999999,0.7709750703839425
25/8/2022,296.0700073,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7515894073153846,0.758161312910475
26/8/2022,288.0899963,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.467080136,0.6735276089252475
29/8/2022,284.8200073,Sell,Sell,Sell,Hold,Sell,Sell,Sell,Sell,Sell,Sell,0.518073476636,0.7054297435868371
30/8/2022,277.7000122,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9944832957142856,0.744119268505472
31/8/2022,275.6099854,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.71999583960625,0.550337506474933
1/9/2022,277.1600037,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.12119335375,0.6236101033705015
2/9/2022,270.2099915,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Hold,0.8517276991888889,0.7318958621851601
6/9/2022,274.4200134,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Hold,0.254384811830227,0.6662757382750439
7/9/2022,283.7000122,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.79236787203015,0.715624933673645
8/9/2022,289.2600098,Hold,Hold,Hold,Hold,Buy,Buy,Buy,Buy,Hold,Buy,0.7130457880209514,0.7362616747880985
9/9/2022,299.6799927,Buy,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Buy,Hold,0.5619732571780172,0.6886625867074939
12/9/2022,304.4200134,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7071924988973627,0.8230534963234817
13/9/2022,292.1300049,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6712656751148,0.7365660088189435
14/9/2022,302.6099854,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.59808592879874,0.6156799475167213
15/9/2022,303.75,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1999502035615384,0.7736356512848034
16/9/2022,303.3500061,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3818468226027273,0.6275036990366984
19/9/2022,309.0700073,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4446921086470111,0.6466383936387443
20/9/2022,308.730011,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,0.092276841512125,0.5780665018039357
21/9/2022,300.7999878,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5712190478413418,0.8348713403485122
22/9/2022,288.5899963,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2216379102119249,0.6222912701192588
23/9/2022,275.3299866,Sell,Sell,Sell,Hold,Sell,Sell,Sell,Sell,Sell,Sell,0.7030871325,0.7543106441683549
26/9/2022,276.0100098,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8376283499999999,0.6827969865570073
27/9/2022,282.9400024,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8045473296153846,0.653194947498953
28/9/2022,287.8099976,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.804608529,0.6092259225948703
29/9/2022,268.2099915,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.69761021844,0.6673460258533821
30/9/2022,265.25,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8450425492462308,0.8260742206904309
3/10/2022,242.3999939,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.0276835913333333,0.5722772954872052
4/10/2022,249.4400024,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5073095184672,0.5838226397539619
5/10/2022,240.8099976,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3556438763157895,0.7562278991113723
6/10/2022,238.1300049,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2898592892631579,0.7095450888792427
7/10/2022,223.0700073,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6316651375428571,0.7318392579984253
10/10/2022,222.9600067,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3798027387840033,0.5941839050355185
11/10/2022,216.5,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5403651566666666,0.6674055997840106
12/10/2022,217.2400055,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7426263278853787,0.7306625435686553
13/10/2022,221.7200012,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8568107896942857,0.7887711216392443
14/10/2022,204.9900055,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7413634242857142,0.6252032858053671
17/10/2022,219.3500061,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5115865927072238,0.6679718995128204
18/10/2022,220.1900024,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Hold,0.26296726625,0.6364232353874091
19/10/2022,222.0399933,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Hold,0.2834269547716539,0.6258707380584341
20/10/2022,207.2799988,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Hold,-0.048224873252252,0.635527617649153
21/10/2022,214.4400024,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1881741216507632,0.7277685467496375
24/10/2022,211.25,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3388039038947368,0.5373662426899286
25/10/2022,222.4199982,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1776118307456408,0.6371822827770586
26/10/2022,224.6399994,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Hold,0.829884682142857,0.6713906248567872
27/10/2022,225.0899963,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7448310426666667,0.7654335440064615
28/10/2022,228.5200043,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.440098927108,0.7821046572181718
31/10/2022,227.5399933,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8382974985721734,0.857903148265856
1/11/2022,227.8200073,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.471535371379625,0.6660875218186817
2/11/2022,214.9799957,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3389015407142857,0.7833770711808926
3/11/2022,215.3099976,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,0.2051577454545454,0.6579104007426557
4/11/2022,207.4700012,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5075717764135,0.7214237717340785
7/11/2022,197.0800018,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2246798783333333,0.6439535982205359
8/11/2022,191.3000031,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.471096557184282,0.6222457931583121
9/11/2022,177.5899963,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6296658473809524,0.723224042347893
10/11/2022,190.7200012,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.61355903375,0.6453175948202335
11/11/2022,195.9700012,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4546935839824593,0.7761518966272727
14/11/2022,190.9499969,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.769064625882353,0.7298175771251296
15/11/2022,194.4199982,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5888057330629413,0.5800901457787785
16/11/2022,186.9199982,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7861488930062162,0.7985722311827859
17/11/2022,183.1699982,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5849319204805333,0.7394926477941612
18/11/2022,180.1900024,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.494248954589115,0.7585605592574122
21/11/2022,167.8699951,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.07462486566875,0.5662543828944411
22/11/2022,169.9100037,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.298610864,0.6203693645729914
23/11/2022,183.1999969,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3624605060331579,0.6242355490106318
25/11/2022,182.8600006,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1345928033338999,0.8021927063787251
28/11/2022,182.9199982,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.36405643,0.7021718135791778
29/11/2022,180.8300018,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.299527530191884,0.5951512813764611
30/11/2022,194.6999969,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4131539178800538,0.712116174501752
1/12/2022,194.6999969,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Buy,Buy,Hold,0.7167881080189048,0.7824454382697985
2/12/2022,194.8600006,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.587958282,0.7105579573121907
5/12/2022,182.4499969,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Hold,0.8590457589801308,0.3972129023218842
6/12/2022,179.8200073,Sell,Sell,Hold,Hold,Hold,Hold,Sell,Sell,Sell,Hold,0.4974877759883333,0.6843895393426525
7/12/2022,174.0399933,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6753181814285715,0.4997495747569619
8/12/2022,173.4400024,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3405255423333333,0.5736857346585931
9/12/2022,179.0500031,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2452753636831099,0.5028754617773161
12/12/2022,167.8200073,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5665375077280538,0.5908865875561006
13/12/2022,160.9499969,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3040759578522222,0.5206018224507135
14/12/2022,156.8000031,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3188813133339844,0.5386696849560055
15/12/2022,157.6699982,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5650209525909091,0.7381717469413954
16/12/2022,150.2299957,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5189304329304304,0.6151121889745851
19/12/2022,149.8699951,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3791063118934825,0.6425693639025429
20/12/2022,137.8000031,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3343606840869565,0.5918777017478192
21/12/2022,137.5700073,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1528245031885032,0.7315516726223894
22/12/2022,125.3499985,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2222719093151724,0.6024135872473486
23/12/2022,123.1500015,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5349910471428572,0.6777657497930376
27/12/2022,109.0999985,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.1600239360469227,0.521440887005348
28/12/2022,112.7099991,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.0367381438464705,0.5800737438685143
29/12/2022,121.8199997,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3856845330651957,0.7064575937512442
30/12/2022,123.1800003,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.288740096927232,0.7176769820566479
3/1/2023,108.0999985,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.0482363879269484,0.3374564929695556
4/1/2023,113.6399994,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1934357481416358,0.6055297561875
5/1/2023,110.3399963,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Hold,0.0049569395073681,0.6889932307692307
6/1/2023,113.0599976,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Hold,-0.1027716825384615,0.7127418225488333
9/1/2023,119.7699966,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6191492164943125,0.7958282679078333
10/1/2023,118.8499985,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6670138648818182,0.992536885
11/1/2023,123.2200012,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4966249143333333,0.98584556875
12/1/2023,123.5599976,Hold,Buy,Hold,Hold,Hold,Hold,Buy,Buy,Hold,Hold,0.2093710412340117,0.7759583733333333
13/1/2023,122.4000015,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.0718571903964508,0.6489124171428572
17/1/2023,131.4900055,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,0.810304749375,0.7100971360728784
18/1/2023,128.7799988,Buy,Hold,Buy,Hold,Buy,Hold,Hold,Hold,Hold,Hold,0.5411291611780803,0.832201894166
19/1/2023,127.1699982,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.69138174625,0.30237065875
20/1/2023,133.4199982,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4537628886568683,0.716068342
23/1/2023,143.75,Buy,Hold,Buy,Hold,Buy,Hold,Hold,Hold,Hold,Hold,0.5921505853833099,0.7907657138428572
24/1/2023,143.8899994,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.8199361084060606,0.8334283042999999
25/1/2023,144.4299927,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2476125656921544,0.6474640558784034
26/1/2023,160.2700043,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1780068137760838,0.5562142953272802
27/1/2023,177.8999939,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6064255951988758,0.8885870284453333
30/1/2023,166.6600037,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1805966759752374,0.49044388324925
31/1/2023,173.2200012,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5104612994659572,0.64902427110375
1/2/2023,181.4100037,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6902980845454546,0.6342034061999999
2/2/2023,188.2700043,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3597936898333334,0.7992413948
3/2/2023,189.9799957,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5491707661781409,0.9999354
6/2/2023,194.7599945,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.280949905638125,0.9489679155555556
7/2/2023,196.8099976,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5102429374999999,0.994419285
8/2/2023,201.2899933,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4305247249648072,0.98525255
9/2/2023,207.3200073,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4881082240881955,0.7160970885714286
10/2/2023,196.8899994,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4427584469999999,0.8799801145454546
13/2/2023,194.6399994,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5595996358195053,0.99930355
14/2/2023,209.25,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9807090228571428,0.6536619516
15/2/2023,214.2400055,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7714108899642855,0.7501302386666667
16/2/2023,202.0399933,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5709378785525,0.7721372364494999
17/2/2023,208.3099976,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,0.618932181,0.6648099416666667
21/2/2023,197.3699951,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.390134587547061,0.044857505
22/2/2023,200.8600006,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2817246604681429,0.6508889066666667
23/2/2023,202.0700073,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6588858366666667,0.9811420914285716
24/2/2023,196.8800049,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3732286145,0.7877109483399
27/2/2023,207.6300049,Hold,Sell,Hold,Hold,Hold,Hold,Sell,Sell,Hold,Hold,0.6079546705850215,0.3406299836307412
28/2/2023,205.7100067,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,0.676727439145484,0.558695778670827
1/3/2023,202.7700043,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Sell,Hold,0.5678763263471143,0.670735286645295
2/3/2023,190.8999939,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3480687794342402,0.8163326095000001
3/3/2023,197.7899933,Sell,Sell,Sell,Hold,Sell,Sell,Sell,Hold,Hold,Sell,0.5067746783123132,0.8838976725
6/3/2023,193.8099976,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold,0.4283409802490416,0.6642355389333333
7/3/2023,187.7100067,Sell,Hold,Sell,Hold,Sell,Hold,Hold,Hold,Hold,Hold,0.8672120902414009,0.606845166
8/3/2023,182.0,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5002736615050966,0.8511026150000001
9/3/2023,172.9199982,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.0299195717,0.9094786025
10/3/2023,173.4400024,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4168738454611667,0.9547925425
13/3/2023,174.4799957,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4651714266666666,
14/3/2023,183.2599945,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2309229738588888,0.9681671228571428
15/3/2023,180.4499969,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Buy,0.695460227613,0.6574405575
16/3/2023,184.1300049,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6671615844450001,0.9999859
17/3/2023,180.1300049,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Buy,0.5565447164777777,
20/3/2023,183.25,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2301886757,0.9956982325
21/3/2023,197.5800018,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Buy,0.221714540330762,0.8998231
22/3/2023,191.1499939,Buy,Buy,Buy,Hold,Hold,Buy,Buy,Buy,Buy,Hold,0.3623043177650146,0.998396425
23/3/2023,192.2200012,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.60187321,0.99792333
24/3/2023,190.4100037,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.58823441790007,0.4998054270978649
27/3/2023,191.8099976,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5873529447614818,0.29374506525
28/3/2023,189.1900024,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.47743092,0.748717470525
