Date,Close,Combi 1: Crossover (Price & EMA 12) + MACD Crossover,Combi 2: Crossover (Price & EMA 12) + SMA Crossover (8 & 12),Combi 3: Crossover (Price & EMA 12) + EMA Crossover (12 &20),Combi 4: Crossover (Price & EMA 20) + MACD Crossover,Combi 5: Overbought/ Overbought + SMA Crossover (8 & 12),Combi 6: Crossover (Price & EMA 20) + EMA Crossover (12 &20),Combi 7: Crossover (Price & EMA 20) + SMA Crossover (8 & 12),Combi 8: Crossover (Price & EMA 12) + SMA Crossover (12 & 20),Combi 9. Overbought/ Overbought,Combi 10. MACD Crossover + SMA Crossover (12 & 20),News Sentiment Score,Social Sentiment Score
1/9/2021,426.95,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.41370723492853,0.8177642525
2/9/2021,428.26,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9778038433333331,0.99999607
3/9/2021,428.15,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6678588306666667,-0.1106900538492
7/9/2021,426.62,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.499998745279285,0.6113783925
8/9/2021,426.1,Sell,Hold,Hold,Sell,Sell,Hold,Hold,Hold,Sell,Hold,0.9999821,0.66943471125
9/9/2021,424.28,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.20383625
10/9/2021,420.93,Hold,Sell,Sell,Hold,Hold,Hold,Hold,Sell,Hold,Hold,0.9996901,0.7286336033333333
13/9/2021,422.01,Hold,Hold,Hold,Hold,Hold,Sell,Sell,Hold,Hold,Hold,,0.9905406116666668
14/9/2021,419.73,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3162580426,0.884814568
15/9/2021,423.24,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,0.5005401775,0.82071838
16/9/2021,422.57,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.4562468733333333,0.6859787279999999
17/9/2021,418.45,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,0.99954898,0.998416078
20/9/2021,411.48,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,0.3424401933333333,0.7569771011
21/9/2021,411.09,Hold,Hold,Sell,Hold,Hold,Sell,Hold,Sell,Buy,Hold,0.2692125466366,0.7646706299999999
22/9/2021,415.1,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9964611,0.8370903075
23/9/2021,420.14,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.87255424,0.799804475926
24/9/2021,420.83,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4385189187248,0.5343865975
27/9/2021,419.63,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.604103266,0.9999412
28/9/2021,411.17,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.381546464622986,0.9550698666666668
29/9/2021,411.86,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.163714958094,0.2019984275
30/9/2021,406.83,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.958083335,0.9999799333333332
1/10/2021,411.67,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.31928418,0.9999128133333332
4/10/2021,406.36,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.3461705533333333,0.387395796
5/10/2021,410.58,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.5710936025
6/10/2021,412.29,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.43018518508
7/10/2021,415.86,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.749843602761745,0.99839375
8/10/2021,415.1,Buy,Buy,Buy,Buy,Hold,Buy,Buy,Hold,Hold,Hold,0.9999968,0.957462996
11/10/2021,412.09,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.993370675,0.714140185
12/10/2021,411.08,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,,0.99992701
13/10/2021,412.56,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.3347315,0.99965533
14/10/2021,419.5,Hold,Buy,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,0.645063128575,0.9999882
15/10/2021,422.69,Hold,Hold,Buy,Hold,Hold,Buy,Hold,Buy,Hold,Hold,0.99998933,0.4119808083488001
18/10/2021,423.94,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.22052477089811,0.6830770841413091
19/10/2021,427.21,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.49635329914107,0.65711744505
20/10/2021,428.89,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.66658400252198,0.6152753535600001
21/10/2021,430.01,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.99542725,0.4350305523954
22/10/2021,429.56,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.9998631,0.8373499200000001
25/10/2021,431.87,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.981503425,0.0993129276066666
26/10/2021,432.26,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,,0.8569882833333334
27/10/2021,430.34,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.401174835830713,
28/10/2021,434.49,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.549938563,0.9894995666666668
29/10/2021,435.38,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.9638120333333332,0.9684957283333334
1/11/2021,436.12,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.6356380101679031,0.8341142966666667
2/11/2021,437.89,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.019298222,0.998904246
3/11/2021,440.56,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,,0.87804236
4/11/2021,442.64,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.0001406679019373,0.49998203832
5/11/2021,444.17,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.80927935,0.9998961
8/11/2021,444.55,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.499644987423911,0.9995412333333332
9/11/2021,443.08,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.07299164,0.934357168
10/11/2021,439.52,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.675628318,0.69311218308
11/11/2021,439.66,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Sell,Hold,0.97865038,0.3431620928571428
12/11/2021,442.98,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Sell,Hold,0.999974325,0.995150675
15/11/2021,443.13,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Sell,Hold,-0.9966703,0.52019719425
16/11/2021,444.88,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Sell,Hold,0.992672706,0.994395825
17/11/2021,443.8,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Sell,Hold,0.0648019617826833,0.873187365
18/11/2021,445.31,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Sell,Hold,1.0423748e-05,0.99989213
19/11/2021,444.51,Hold,Sell,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,0.201066964,0.96724237
22/11/2021,443.26,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3999713815924,0.5006226375
23/11/2021,443.85,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,0.9999813,0.99990543
24/11/2021,445.04,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3333362,0.9970081925
26/11/2021,435.11,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9999877,0.9963970766666668
29/11/2021,440.45,Hold,Sell,Sell,Hold,Hold,Sell,Sell,Sell,Hold,Hold,0.8336992303666667,0.60228456
30/11/2021,431.88,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Hold,0.3642552925,0.315126237574
1/12/2021,427.08,Hold,Hold,Hold,Hold,Hold,Sell,Sell,Hold,Hold,Hold,0.89910233,0.99950590375
2/12/2021,433.62,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.99540019,0.98679395
3/12/2021,429.85,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7158210700086001,0.7471900486749999
6/12/2021,434.94,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.999991525,0.89515604
7/12/2021,443.94,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.500007677866,0.6981129975
8/12/2021,445.11,Buy,Buy,Buy,Buy,Hold,Buy,Buy,Hold,Hold,Hold,0.384740581,0.99996346
9/12/2021,442.11,Hold,Hold,Buy,Hold,Hold,Buy,Hold,Hold,Hold,Hold,1.2004686e-07,0.9911248375
10/12/2021,446.27,Buy,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Buy,0.4995801086842915,0.97266066
13/12/2021,442.32,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.708111112285,0.99383717
14/12/2021,439.27,Hold,Buy,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,0.499927264505805,0.996678224
15/12/2021,446.14,Sell,Sell,Hold,Sell,Hold,Hold,Sell,Hold,Hold,Hold,,0.9992158
16/12/2021,442.2,Buy,Buy,Hold,Buy,Hold,Hold,Buy,Buy,Hold,Hold,-0.999938,0.7218223666666667
17/12/2021,437.49,Sell,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,5.8835825e-09,0.9614678
20/12/2021,432.84,Hold,Sell,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Buy,0.5688129195142857,0.9938009
21/12/2021,440.53,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6717722066666667,
22/12/2021,444.93,Buy,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Hold,0.3279454925,0.99978045
23/12/2021,447.7,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1701678069396249,0.0001813605333333
27/12/2021,454.04,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.0513570498819,0.99939087
28/12/2021,453.67,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.196694614744,0.9984617
29/12/2021,454.25,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.2084835946786375,0.99995846
30/12/2021,452.99,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.20226821437128,0.989129936
31/12/2021,451.85,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7504429485714285,0.0633777949999999
3/1/2022,454.47,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6018199863166,0.6301059600462767
4/1/2022,454.31,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6928716130385714,
5/1/2022,445.59,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1993952167729274,0.99985516
6/1/2022,445.17,Sell,Sell,Hold,Sell,Hold,Hold,Sell,Hold,Hold,Hold,0.4997696369069265,0.997104265
7/1/2022,443.41,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3333307166666666,0.997729675
10/1/2022,442.86,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.247570435505988,0.9467277266666666
11/1/2022,446.89,Hold,Sell,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,0.9574936666666668,0.9047872233333332
12/1/2022,448.1,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.3311650035999999,0.999933975
13/1/2022,441.93,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1319741134688949,0.9999513825
14/1/2022,442.11,Hold,Hold,Sell,Hold,Hold,Sell,Hold,Sell,Buy,Hold,0.8963685440000001,0.967783297142857
18/1/2022,434.28,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,0.0089384676607499,0.998885615
19/1/2022,429.77,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,0.0012895233433726,0.99997445
20/1/2022,425.01,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,0.994780925,0.99474505
21/1/2022,416.67,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,0.4792372908,0.9356929675
24/1/2022,418.44,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,0.6410702936908333,0.60285104
25/1/2022,413.33,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,0.6269777461120001,0.9957632333333332
26/1/2022,412.29,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,0.35818798631,0.94170473
27/1/2022,410.26,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Buy,Hold,-0.061553387763633,0.7132930133172272
28/1/2022,420.45,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5798733096457135,0.926475238
31/1/2022,428.02,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.93595159,0.8709159900875
1/2/2022,430.91,Buy,Buy,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,3.8863855e-06,0.4934549766666667
2/2/2022,435.1,Buy,Hold,Hold,Buy,Hold,Hold,Buy,Hold,Hold,Hold,0.499848605535175,0.8023078016666667
3/2/2022,424.87,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2964858554784569,0.9991108
4/2/2022,426.87,Hold,Sell,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,0.3796101532294227,0.7876329935
7/2/2022,425.5,Hold,Buy,Hold,Hold,Hold,Hold,Buy,Buy,Hold,Hold,0.2033597505896,0.70751524526
8/2/2022,429.0,Sell,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.007555804064812,0.998843555
9/2/2022,435.28,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,Hold,0.2018839774524908,0.9933207666666668
10/2/2022,427.46,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.476552026225,0.9999981
11/2/2022,419.03,Sell,Sell,Hold,Sell,Hold,Hold,Sell,Hold,Hold,Hold,0.4960110561476237,0.592478255
14/2/2022,417.66,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.593377560424,0.8549330239999999
15/2/2022,424.39,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.041144199574,0.94611305
16/2/2022,424.87,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,2.7541318e-09,0.6663125233333334
17/2/2022,415.79,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,-0.3410392987561236,0.9836095
18/2/2022,413.1,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.3169576447193333,0.009183611175
22/2/2022,408.67,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.0869646428,0.9852042971428572
23/2/2022,401.42,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,0.24628325706165,0.99998796
24/2/2022,407.46,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Sell,-0.0324091130821112,0.4769370625
25/2/2022,416.45,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.79085010033428,0.9974247825
28/2/2022,415.39,Buy,Buy,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.1576295460393925,0.9757642875
1/3/2022,409.06,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7482132962175,0.986987575
2/3/2022,416.58,Buy,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7449299177947085,0.9989777
3/3/2022,414.51,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.7997723768618645,0.6119618566666667
4/3/2022,411.14,Sell,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.4920661575,0.9992580925
7/3/2022,399.02,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.9999916,0.7992498246
8/3/2022,396.0,Hold,Buy,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,0.60893044,0.9993753572727272
9/3/2022,406.61,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.18851939526764,0.9990432166666666
10/3/2022,404.78,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1423932315,0.9495844
11/3/2022,399.63,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.507682598547495,0.771053874682
14/3/2022,396.71,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1369801969142857,0.9848801333333334
15/3/2022,405.43,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4977105921712377,0.999676958
16/3/2022,414.42,Buy,Hold,Hold,Buy,Hold,Hold,Hold,Hold,Hold,Buy,0.253377163126625,0.6863131
17/3/2022,419.61,Hold,Buy,Buy,Hold,Hold,Buy,Buy,Buy,Hold,Hold,0.9810637375,
18/3/2022,424.21,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5916619597577341,0.99998848
21/3/2022,424.08,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2786866799582357,0.9883946
22/3/2022,429.04,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.218693921144,0.99998277
23/3/2022,423.52,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.631744289175,0.1870711775588571
24/3/2022,429.9,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.017442318149,-0.99993825
25/3/2022,432.0,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.2001011526804,0.75790507
28/3/2022,435.08,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.3725477074233539,0.4803915348
29/3/2022,440.46,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,-8.824323400028847e-06,0.8320644536133334
30/3/2022,437.74,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,0.5713646451020343,0.999754315
31/3/2022,431.0,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Sell,Hold,0.5985767421128113,0.999919215
1/4/2022,432.22,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Sell,Hold,0.35361299123675,0.40025941382
4/4/2022,435.92,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Sell,Hold,0.498142564364378,0.9319477
5/4/2022,430.42,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4912457942766666,0.999914555
6/4/2022,426.11,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.084844888079568,0.6252397625
7/4/2022,428.26,Sell,Sell,Sell,Sell,Hold,Sell,Sell,Sell,Hold,Sell,-1.700000000215418e-07,0.73293805
8/4/2022,427.12,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.099256925579325,
11/4/2022,419.82,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,-2.5718629160003664e-05,0.5335652191326087
12/4/2022,418.26,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,-0.0511567599999999,0.7827054949565218
13/4/2022,423.05,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6665650688328334,0.91393404
14/4/2022,417.78,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1655931174,0.9960930471428572
18/4/2022,417.95,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,0.3704824008555555,0.9965422333333334
19/4/2022,424.7,Hold,Hold,Sell,Hold,Hold,Sell,Hold,Hold,Hold,Hold,0.503465225,0.3116901565048187
20/4/2022,424.39,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-8.370055969999118e-05,0.5898338255555555
21/4/2022,418.04,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.4999921940028274,0.7583394725323412
22/4/2022,406.57,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,0.0012231599999999,0.5931760757894736
25/4/2022,408.93,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,0.3988518752223216,0.9168665744166666
26/4/2022,397.08,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,-0.5155821517955134,0.7427551379576923
27/4/2022,398.2,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,0.7967951461046539,0.875669812652174
28/4/2022,408.26,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3345968535484249,0.92170234884375
29/4/2022,393.17,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,-0.4917565427272727,0.99369013
2/5/2022,395.54,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4827419581847362,0.7000785333333334
3/5/2022,397.35,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.3350077468590857,0.827188393571093
4/5/2022,409.45,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2499247847791935,0.688364025489327
5/5/2022,394.9,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2499404725599562,0.794790488383257
6/5/2022,392.54,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.966335455,0.8520492451999999
9/5/2022,379.97,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,-0.181460833820725,0.8358299278571428
10/5/2022,380.85,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,0.1293178374999999,0.519213039771695
11/5/2022,374.8,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,0.0906515365,0.55796168
12/5/2022,374.41,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.21462038,0.9209512914285716
13/5/2022,383.36,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6125666460558886,0.92999101
16/5/2022,381.81,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.1273030985714285,0.7561576055555556
17/5/2022,389.66,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6666587176608704,0.6050819038461538
18/5/2022,373.95,Buy,Buy,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.6406928332566482,0.6143188836363636
19/5/2022,371.66,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2895254652631578,0.8346470208695651
20/5/2022,371.82,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3296966463636364,0.7495799246666667
23/5/2022,378.78,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.19927427164036,0.8174116718181818
24/5/2022,375.89,Buy,Hold,Hold,Buy,Buy,Hold,Hold,Hold,Buy,Buy,0.599987234,0.7161604629062858
25/5/2022,379.21,Hold,Buy,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,0.2010301810184827,0.6882521142352942
26/5/2022,386.79,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3753801479999999,0.7927291692307693
27/5/2022,396.28,Hold,Buy,Buy,Hold,Hold,Buy,Buy,Buy,Hold,Hold,0.1602830534579471,0.5229716654
31/5/2022,394.06,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.565753628,0.7465176949428571
1/6/2022,390.87,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.0045362112993,0.9118651644444444
2/6/2022,398.32,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3812651566666667,0.984152392
3/6/2022,391.78,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.20007179979827,0.6723594429374091
6/6/2022,392.97,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.4798751037424333,0.7763413100000001
7/6/2022,396.74,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,-0.3308146133333333,0.744532085
8/6/2022,392.43,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.429851117635025,0.80661419943
9/6/2022,383.09,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3883360857142857,0.9989471675
10/6/2022,371.99,Sell,Sell,Sell,Sell,Hold,Sell,Sell,Sell,Hold,Hold,0.5880181131998333,0.8200463484615385
13/6/2022,357.86,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,0.1255240929090909,0.8147301602079384
14/6/2022,356.78,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.5581293391779482,0.7505607628333334
15/6/2022,361.87,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.9809686325,0.8447024201714285
16/6/2022,349.89,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold,-0.30480017,0.7061633585714285
17/6/2022,350.65,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Buy,Hold,0.720203401725,0.25988872
21/6/2022,359.48,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.74997983789126,0.9314637013450432
22/6/2022,358.82,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.3291193789545167,0.6835781702941177
23/6/2022,362.34,Hold,Hold,Hold,Hold,Buy,Hold,Hold,Hold,Buy,Hold,0.75004855382,0.8493434405663286
24/6/2022,373.86,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,0.2700766269521625,0.7347941407692308
27/6/2022,372.43,Buy,Buy,Hold,Buy,Hold,Hold,Buy,Hold,Hold,Hold,0.6235956496666667,0.9949968542857144
