Date,Close,Weighted Sentiment Score,Combi 1: Crossover (Price & EMA 12) + MACD Crossover,Combi 1 Days,Combi 2: Crossover (Price & EMA 12) + EMA Crossover (12 &20),Combi 2 Days,Combi 3: Overbought/ Overbought + SMA Crossover (8 & 12),Combi 3 Days,Combi 4: Crossover (Price & EMA 20) + SMA Crossover (12 & 20),Combi 4 Days,Combi 5: Crossover (Price & EMA 12) + Crossover (Price & EMA 20),Combi 5 Days,Combi 6: Crossover (Price & EMA 12) + SMA Crossover (8 & 12),Combi 6 Days,Combi 7: Crossover (Price & EMA 12) + SMA Crossover (12 & 20),Combi 7 Days,Combi 8: Crossover (Price & EMA 20) + EMA Crossover (12 &20),Combi 8 Days,Combi 9: Crossover (Price & EMA 12) + Crossover (Price & EMA 50),Combi 9 Days,Combi 10: Crossover (Price & EMA 50) + SMA Crossover (8 & 12),Combi 10 Days
16/4/2020,7.34,0.6198014191916031,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
17/4/2020,7.28,0.5844911222654592,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
20/4/2020,7.15,0.6490538589099042,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
21/4/2020,6.71,0.6890959922244657,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
22/4/2020,7.13,0.7076767940910742,Sell,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Sell,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
23/4/2020,7.07,0.5787184643882843,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Buy,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
24/4/2020,7.21,0.5721876323384913,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
27/4/2020,7.4,0.6688954668956989,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
28/4/2020,7.26,0.6300939078530131,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
29/4/2020,7.43,0.6723061125520523,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
30/4/2020,7.28,0.5876859671214505,Hold,10.0,Hold,9.0,Sell,9.0,Hold,8.0,Hold,10.0,Sell,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
1/5/2020,7.04,0.5124787354758444,Sell,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
4/5/2020,7.26,0.5652306435213015,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
5/5/2020,7.32,0.6669892697382924,Buy,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
6/5/2020,7.42,0.6529217767436489,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
7/5/2020,7.59,0.5497950559328129,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
8/5/2020,7.78,0.6120530562483489,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
11/5/2020,8.04,0.563633707158342,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
12/5/2020,7.77,0.6223242855193187,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
13/5/2020,7.75,0.5938716890432996,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
14/5/2020,8.0,0.6387390104892988,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
15/5/2020,8.46,0.6477875574072761,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
18/5/2020,8.72,0.5968743624644653,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
19/5/2020,8.77,0.61295426317782,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
20/5/2020,8.94,0.6714599117457963,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
21/5/2020,8.74,0.6153510461104988,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
22/5/2020,8.99,0.5718860006314855,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
26/5/2020,8.69,0.6371119081953946,Hold,10.0,Hold,9.0,Sell,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
27/5/2020,8.49,0.6382256718506012,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
28/5/2020,8.46,0.7275629444058095,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
29/5/2020,8.84,0.6445736689444667,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
1/6/2020,8.77,0.648538804610186,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
2/6/2020,8.79,0.6422622602509486,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
3/6/2020,8.74,0.5514285997701492,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
4/6/2020,8.74,0.7268553174274555,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Sell,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
5/6/2020,8.89,0.7605385955393098,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
8/6/2020,8.78,0.6727074534859053,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
9/6/2020,9.02,0.5990711728767075,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Buy,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
10/6/2020,9.34,0.6476305946699935,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
11/6/2020,8.77,0.6383070986472825,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
12/6/2020,8.9,0.5804919566131044,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
15/6/2020,9.14,0.6576627348389706,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
16/6/2020,9.04,0.6078312947402302,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
17/6/2020,9.21,0.5868481505313121,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
18/6/2020,9.19,0.5849363097807738,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
19/6/2020,9.23,0.6561264518855614,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
22/6/2020,9.5,0.6946358938800782,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
23/6/2020,9.42,0.6681365388579095,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
24/6/2020,9.21,0.6385144159760956,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
25/6/2020,9.46,0.6022735924651132,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
26/6/2020,9.12,0.6362984542799329,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
29/6/2020,9.17,0.6274101661162139,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
30/6/2020,9.47,0.7528296846485202,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
1/7/2020,9.5,0.7316302649110132,Buy,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
2/7/2020,9.58,0.6544064815348029,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
6/7/2020,9.81,0.671974951962626,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
7/7/2020,9.84,0.6950518907045248,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
8/7/2020,10.18,0.6965929316223544,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
9/7/2020,10.47,0.6379948127635398,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
10/7/2020,10.44,0.6793229069555083,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
13/7/2020,10.02,0.6372132673767194,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
14/7/2020,10.34,0.6458777899204164,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
15/7/2020,10.19,0.6150371749269286,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
16/7/2020,10.1,0.6064502685193628,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
17/7/2020,10.17,0.671160071170842,Sell,10.0,Hold,9.0,Sell,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
20/7/2020,10.48,0.6634771932420949,Buy,10.0,Hold,9.0,Sell,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
21/7/2020,10.29,0.5903817922334266,Sell,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
22/7/2020,10.4,0.5974049112953818,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
23/7/2020,10.1,0.6091875355482805,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
24/7/2020,10.16,0.5632520963855574,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Sell,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
27/7/2020,10.39,0.6263105923651341,Buy,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Buy,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
28/7/2020,10.18,0.6084721860631362,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Buy,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
29/7/2020,10.43,0.6316728054111208,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
30/7/2020,10.58,0.62603340250716,Buy,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
31/7/2020,10.58,0.6487104740250298,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
3/8/2020,10.97,0.60073770564695,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
4/8/2020,11.19,0.6935176484043764,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
5/8/2020,11.25,0.6533509493897983,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
6/8/2020,11.3,0.6600600221132505,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
7/8/2020,11.16,0.7156421417483584,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
10/8/2020,11.13,0.6030638502351813,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
11/8/2020,10.81,0.6425216850879978,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
12/8/2020,11.4,0.6871091919845705,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
13/8/2020,11.41,0.6528348467294699,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
14/8/2020,11.53,0.650548434877262,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
17/8/2020,12.3,0.6793057439270879,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
18/8/2020,12.22,0.6988814949397438,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
19/8/2020,12.1,0.6269250022637005,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
20/8/2020,12.1,0.5144525331286681,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
21/8/2020,12.64,0.5376515216452601,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
24/8/2020,12.68,0.577269739758365,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
25/8/2020,12.71,0.88802342406,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
26/8/2020,12.73,0.8232789333519787,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
27/8/2020,12.59,0.983745779375,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
28/8/2020,13.1,0.5294656480456513,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
31/8/2020,13.33,0.5267980084210526,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
1/9/2020,13.78,0.5969493601063455,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
2/9/2020,14.3,0.8150918509903083,Hold,10.0,Hold,9.0,Sell,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
3/9/2020,12.98,0.7137933660416664,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
4/9/2020,12.58,0.9317659139325842,Sell,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
8/9/2020,11.88,0.310259240326087,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Sell,10.0,Sell,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
9/9/2020,12.68,0.9795292785714288,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Sell,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
10/9/2020,12.27,0.9963513915384618,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Buy,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
11/9/2020,12.13,0.99843744,Hold,10.0,Hold,9.0,Hold,9.0,Sell,8.0,Sell,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
14/9/2020,12.83,0.7805584809556756,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Sell,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
15/9/2020,12.95,0.4696911283130953,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Buy,10.0,Buy,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
16/9/2020,12.48,0.7291067269484376,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
17/9/2020,12.43,0.4796337465913978,Hold,10.0,Hold,9.0,Hold,9.0,Sell,8.0,Sell,10.0,Sell,8.0,Sell,8.0,Hold,8.0,Hold,10.0,Hold,10.0
18/9/2020,12.15,0.6892199091980008,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
21/9/2020,12.48,0.9836335444594596,Hold,10.0,Hold,9.0,Hold,9.0,Sell,8.0,Hold,10.0,Hold,8.0,Sell,8.0,Hold,8.0,Hold,10.0,Hold,10.0
22/9/2020,12.6,0.4383023195384615,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Buy,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
23/9/2020,12.09,0.4570338702715625,Buy,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Buy,10.0,Buy,8.0,Buy,8.0,Hold,8.0,Hold,10.0,Hold,10.0
24/9/2020,12.31,0.2470084416176471,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Sell,10.0,Sell,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
25/9/2020,12.84,0.3883302016675807,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
28/9/2020,13.0,0.2286112848900874,Buy,10.0,Hold,9.0,Hold,9.0,Buy,8.0,Buy,10.0,Buy,8.0,Buy,8.0,Hold,8.0,Hold,10.0,Hold,10.0
29/9/2020,13.19,0.580479935880575,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
30/9/2020,13.49,0.960521625,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
1/10/2020,13.57,0.7200050195772726,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
2/10/2020,13.02,0.0451195990657596,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
5/10/2020,13.6,0.7102357878487954,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
6/10/2020,13.7,0.6942420535773528,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
7/10/2020,13.92,0.7248186884771372,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
8/10/2020,13.8,0.6276821664136757,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
9/10/2020,13.72,0.5956207683862461,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
12/10/2020,14.18,0.7061817384132046,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
13/10/2020,14.21,0.7543708036152511,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
14/10/2020,14.05,0.6771874570619602,Hold,10.0,Hold,9.0,Sell,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
15/10/2020,13.93,0.6971586287803823,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
16/10/2020,13.77,0.7219271322694804,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
19/10/2020,13.46,0.6754758086319914,Sell,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
20/10/2020,13.6,0.6399619720737931,Hold,10.0,Sell,9.0,Hold,9.0,Sell,8.0,Sell,10.0,Sell,8.0,Sell,8.0,Sell,8.0,Sell,10.0,Hold,10.0
21/10/2020,13.48,0.612653948986846,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
22/10/2020,13.32,0.6603419970130282,Hold,10.0,Hold,9.0,Hold,9.0,Sell,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Sell,8.0,Hold,10.0,Hold,10.0
23/10/2020,13.55,0.6467236909461792,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Sell,10.0
26/10/2020,13.1,0.645952026172853,Hold,10.0,Hold,9.0,Hold,9.0,Hold,8.0,Hold,10.0,Hold,8.0,Hold,8.0,Hold,8.0,Hold,10.0,Hold,10.0
