Stock,Ablation,Model,Horizon,Threshold,Seed,Best_Params,Val_Accuracy,Val_ROC_AUC,Val_Trades,Val_WinRate,Val_Sharpe,Val_AnnualReturn,Val_MDD,Val_Sortino,Test_Accuracy,Test_ROC_AUC,Test_Trades,Test_WinRate,Test_Sharpe,Test_AnnualReturn,Test_MDD,Test_Sortino,Test_Calmar,HParams
AAPL,full_70_30,gradient_boosting,10,0.01,42,"{""n_estimators"": ""212"", ""learning_rate"": 0.01, ""max_depth"": ""7""}",0.5208333333333334,0.5630474176985805,23,0.2608695652173913,-2.4421105252813677,-0.9955220673580089,-0.3811783410422722,-3.5784456103486493,0.4756097560975609,0.4821523003701744,24,0.3333333333333333,-0.6447115773479851,-0.8299001709543155,-0.2918864832105678,-1.0978764841252828,-2.84322919590498,
AAPL,full_70_30,gradient_boosting,10,0.01,7,"{""n_estimators"": ""50"", ""learning_rate"": 0.01, ""max_depth"": ""6""}",0.5666666666666667,0.5603292056780429,23,0.4782608695652174,-0.9435236579842884,-0.9123013816193865,-0.1938404491831058,-1.4532848215139935,0.5040650406504065,0.4857548915917504,24,0.4166666666666667,-1.021777304415821,-0.9284573432157068,-0.3772062137982565,-1.3005017732098092,-2.461405218823567,
AAPL,full_70_30,gradient_boosting,10,0.01,1337,"{""n_estimators"": ""50"", ""learning_rate"": 0.020014560936637223, ""max_depth"": ""7""}",0.575,0.5680308064028995,23,0.4782608695652174,-0.9435236579842884,-0.9123013816193865,-0.1938404491831058,-1.4532848215139935,0.4756097560975609,0.4843667371760973,24,0.4583333333333333,0.0378131777417762,-0.159217275386994,-0.2124822721303239,0.0608997835810647,-0.7493202787729023,
AAPL,full_70_30,gradient_boosting,10,0.01,2024,"{""n_estimators"": ""130"", ""learning_rate"": 0.016227342849391983, ""max_depth"": ""7""}",0.5291666666666667,0.5627076411960132,23,0.3043478260869565,-1.6371652369654182,-0.979999012951623,-0.2906043552021284,-2.568285404865213,0.4715447154471545,0.481755684822845,24,0.3333333333333333,-0.6447115773479851,-0.8299001709543155,-0.2918864832105678,-1.0978764841252828,-2.84322919590498,
AAPL,full_70_30,gradient_boosting,10,0.01,31415,"{""n_estimators"": ""50"", ""learning_rate"": 0.01837665815459461, ""max_depth"": ""7""}",0.575,0.5733539716097856,23,0.4782608695652174,-0.9435236579842884,-0.9123013816193865,-0.1938404491831058,-1.4532848215139935,0.4756097560975609,0.486283712321523,24,0.4583333333333333,0.0378131777417762,-0.159217275386994,-0.2124822721303239,0.0608997835810647,-0.7493202787729023,
AAPL,equal_50_50,gradient_boosting,2,0.0025,42,"{""n_estimators"": ""121"", ""learning_rate"": 0.021139913022864734, ""max_depth"": ""3""}",0.5483870967741935,0.5829741379310344,123,0.4959349593495935,0.4138563346994917,0.1461788065859361,-0.1525933385652765,0.8183902160887077,0.491869918699187,0.4718915343915343,122,0.4426229508196721,-0.6606912246406706,-0.3022669664106748,-0.2415248578322356,-1.03454058577691,-1.2514942317888909,
AAPL,equal_50_50,gradient_boosting,2,0.0025,7,"{""n_estimators"": ""50"", ""learning_rate"": 0.02491245778694725, ""max_depth"": ""3""}",0.5362903225806451,0.5801985370950887,123,0.4796747967479675,0.0777754106223339,-0.0134078401433413,-0.1685510923102746,0.1563179816572418,0.4959349593495935,0.4652777777777778,122,0.4590163934426229,-0.1138079647045272,-0.0996584571505395,-0.1669063056109197,-0.1941021105467219,-0.5970922236027222,
AAPL,equal_50_50,gradient_boosting,2,0.0025,1337,"{""n_estimators"": ""72"", ""learning_rate"": 0.024561471396915543, ""max_depth"": ""3""}",0.5403225806451613,0.5788270637408568,123,0.4715447154471545,-0.3080864058627084,-0.1701333601671015,-0.1760500275412684,-0.5540569582077749,0.491869918699187,0.4625661375661375,122,0.4590163934426229,-0.0406078085125692,-0.0684589645603593,-0.1455249884850415,-0.0688609853395129,-0.470427555246955,
AAPL,equal_50_50,gradient_boosting,2,0.0025,2024,"{""n_estimators"": ""252"", ""learning_rate"": 0.01, ""max_depth"": ""3""}",0.5362903225806451,0.5789576802507836,123,0.4796747967479675,0.0349719590879405,-0.0321148583132111,-0.1778928922361573,0.0703785622055014,0.491869918699187,0.4617063492063492,122,0.4426229508196721,-0.2890284920614539,-0.1702104057483462,-0.1602903654142368,-0.4964149398217816,-1.0618879388569182,
AAPL,equal_50_50,gradient_boosting,2,0.0025,31415,"{""n_estimators"": ""50"", ""learning_rate"": 0.01128169123661584, ""max_depth"": ""5""}",0.5161290322580645,0.5536507314524556,123,0.4634146341463415,-0.1847750286206635,-0.1228197314370934,-0.1631782104322957,-0.3722611068131924,0.4756097560975609,0.4917989417989418,122,0.4590163934426229,-0.4392894507819174,-0.2264662894859432,-0.1882714478274051,-0.6973140132835547,-1.2028711315459404,
AAPL,equal_50_50,gradient_boosting,5,0.005,42,"{""n_estimators"": ""50"", ""learning_rate"": 0.01, ""max_depth"": ""8""}",0.5265306122448979,0.5524149659863946,48,0.3958333333333333,-0.4816477934409521,-0.4645941303190213,-0.2311042579222094,-1.0769123499644695,0.4756097560975609,0.4633759015417191,49,0.3061224489795918,-2.1810566010314085,-0.9481459161000902,-0.4635542963059158,-3.0758639083628982,-2.0453826523794643,
AAPL,equal_50_50,gradient_boosting,5,0.005,7,"{""n_estimators"": ""54"", ""learning_rate"": 0.010346917042344517, ""max_depth"": ""8""}",0.5265306122448979,0.5548639455782313,48,0.3958333333333333,-0.4816477934409521,-0.4645941303190213,-0.2311042579222094,-1.0769123499644695,0.4715447154471545,0.4653609475286178,49,0.3061224489795918,-2.1810566010314085,-0.9481459161000902,-0.4635542963059158,-3.0758639083628982,-2.0453826523794643,
AAPL,equal_50_50,gradient_boosting,5,0.005,1337,"{""n_estimators"": ""50"", ""learning_rate"": 0.039407083823329504, ""max_depth"": ""7""}",0.5591836734693878,0.5518367346938775,48,0.5416666666666666,1.0901326797519766,1.8300793708077336,-0.1448817501089253,2.3006049917608555,0.4674796747967479,0.4568252497849533,49,0.3673469387755102,-1.638187603922287,-0.9000958464924536,-0.4015642519782318,-2.292837347622959,-2.2414740407252345,
AAPL,equal_50_50,gradient_boosting,5,0.005,2024,"{""n_estimators"": ""61"", ""learning_rate"": 0.010508905408276073, ""max_depth"": ""7""}",0.5306122448979592,0.554625850340136,48,0.4166666666666667,-0.1321163664163323,-0.2212165953386131,-0.2053238972596259,-0.2916198281642103,0.4552845528455284,0.4627473036458678,49,0.3061224489795918,-2.1810566010314085,-0.9481459161000902,-0.4635542963059158,-3.0758639083628982,-2.0453826523794643,
AAPL,equal_50_50,gradient_boosting,5,0.005,31415,"{""n_estimators"": ""50"", ""learning_rate"": 0.01638376693464965, ""max_depth"": ""7""}",0.5346938775510204,0.5516666666666666,48,0.4375,0.1433404248922268,0.0462991730572963,-0.15934719520332,0.3121602930347607,0.4634146341463415,0.45937272546814,49,0.3061224489795918,-2.1810566010314085,-0.9481459161000902,-0.4635542963059158,-3.0758639083628982,-2.0453826523794643,
AAPL,equal_50_50,gradient_boosting,10,0.01,42,"{""n_estimators"": ""64"", ""learning_rate"": 0.011170235200377292, ""max_depth"": ""3""}",0.4625,0.5118166717003927,23,0.4347826086956521,0.5849504166775124,2.0329743528627886,-0.1811765136707231,1.119999066356442,0.4674796747967479,0.4582892649391856,24,0.2916666666666667,-1.9121331385519675,-0.9888829562108308,-0.363166657177707,-2.4614619002129494,-2.722945338362779,
AAPL,equal_50_50,gradient_boosting,10,0.01,7,"{""n_estimators"": ""50"", ""learning_rate"": 0.01641331459776413, ""max_depth"": ""3""}",0.4666666666666667,0.5194805194805194,23,0.391304347826087,0.1330203064541807,0.0655091127879499,-0.2475647289072844,0.2586551394499895,0.4593495934959349,0.4525052882072978,24,0.3333333333333333,-1.3883913466135118,-0.9677945606459614,-0.363166657177707,-1.7995448274037324,-2.664877244422783,
AAPL,equal_50_50,gradient_boosting,10,0.01,1337,"{""n_estimators"": ""91"", ""learning_rate"": 0.010021013997689007, ""max_depth"": ""3""}",0.4583333333333333,0.520877378435518,23,0.391304347826087,0.1330203064541807,0.0655091127879499,-0.2475647289072844,0.2586551394499895,0.4674796747967479,0.4501916975145426,24,0.3333333333333333,-1.3883913466135118,-0.9677945606459614,-0.363166657177707,-1.7995448274037324,-2.664877244422783,
AAPL,equal_50_50,gradient_boosting,10,0.01,2024,"{""n_estimators"": ""50"", ""learning_rate"": 0.012395422119337876, ""max_depth"": ""3""}",0.4625,0.5121186952582302,23,0.4347826086956521,0.5849504166775124,2.0329743528627886,-0.1811765136707231,1.119999066356442,0.4674796747967479,0.4581570597567425,24,0.2916666666666667,-1.9121331385519675,-0.9888829562108308,-0.363166657177707,-2.4614619002129494,-2.722945338362779,
AAPL,equal_50_50,gradient_boosting,10,0.01,31415,"{""n_estimators"": ""50"", ""learning_rate"": 0.016452521551509842, ""max_depth"": ""3""}",0.4666666666666667,0.5194805194805194,23,0.391304347826087,0.1330203064541807,0.0655091127879499,-0.2475647289072844,0.2586551394499895,0.4593495934959349,0.4525052882072978,24,0.3333333333333333,-1.3883913466135118,-0.9677945606459614,-0.363166657177707,-1.7995448274037324,-2.664877244422783,
